transaction_id,customer_id,source_account_id,destination_account_id,amount,currency,transaction_type,transaction_date,transaction_time,payee_payer_name,description,payment_channel,device_id,device_model,ip_address,ip_address_country,known_device,status,is_flagged,flag_reason,is_fraud,fraud_type,risk_score,location_risk,amount_risk,velocity_risk,ctr_flag,sar_flag
TXN-2024-000347,AU-CUST00346,ACC00000522,ACC00000974,120.08,AUD,Payment,2025-06-02,10:47:43,Payee-000576,Transfer to savings,Mobile Banking,DEV-UST00917,iPhone 13,203.188.179.73,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-011960,AU-CUST00129,ACC00000149,ACC00000494,38.99,AUD,Payment,2025-02-08,15:14:34,Payee-001004,Online purchase,Online Banking,DEV-UST00388,iPhone 13,203.100.183.177,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-000583,AU-CUST00832,ACC00000151,ACC00001062,401.58,AUD,Payment,2025-06-05,03:30:46,Payee-000248,Grocery shopping,Mobile Banking,DEV-UST00163,iPhone 14,203.85.101.249,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-003850,AU-CUST00517,ACC00001003,ACC00000162,506.29,AUD,Payment,2025-03-26,06:18:44,Payee-000686,Restaurant,ATM,DEV-UST00917,iPhone 14,203.151.243.251,AU,True,Completed,False,,False,LEGITIMATE,50,Low,Low,Low,False,False
TXN-2024-003005,AU-CUST00632,ACC00000858,ACC00000354,8.13,AUD,Payment,2025-05-18,15:59:53,Payee-000631,Insurance,ATM,DEV-UST00558,Samsung Galaxy S23,203.46.124.236,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-004444,AU-CUST00436,ACC00000792,ACC00000194,263.39,AUD,Payment,2025-01-04,11:26:38,Payee-000460,Transfer to savings,Online Banking,DEV-UST00440,iPhone 13,203.130.231.100,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-002745,AU-CUST00887,ACC00000378,ACC00000403,94.64,AUD,Payment,2024-06-28,20:54:54,Payee-000249,Transfer to savings,Online Banking,DEV-UST00544,Unknown Device,203.248.77.108,AU,True,Blocked,True,App Invoice Fraud pattern detected,False,APP_INVESTMENT_SCAM,18,Low,Low,Medium,False,False
TXN-2024-008513,AU-CUST00503,ACC00000310,ACC00001072,45.2,AUD,Payment,2025-03-09,18:44:58,Payee-001072,Transfer to savings,Online Banking,DEV-UST00518,iPhone 14,203.228.194.10,AU,True,Completed,True,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-011261,AU-CUST00291,ACC00000757,ACC00000924,93.07,AUD,Payment,2024-10-22,17:37:50,Payee-001094,Fuel,ATM,DEV-UST00705,Samsung Galaxy S23,203.45.151.235,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-006695,AU-CUST00333,ACC00000523,ACC00001220,26.53,AUD,Payment,2024-10-13,11:03:53,Payee-001232,Restaurant,Mobile Banking,DEV-UST00450,Samsung Galaxy S23,203.152.49.172,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-001607,AU-CUST00767,ACC00001147,ACC00000986,881.34,AUD,Payment,2025-04-25,22:25:45,Payee-000266,Grocery shopping,Mobile Banking,DEV-UST00744,iPhone 13,203.130.109.232,AU,True,Completed,False,,False,LEGITIMATE,60,Low,Low,Low,False,False
TXN-2024-003344,AU-CUST00692,ACC00000633,ACC00001096,175.15,AUD,Payment,2024-06-24,20:43:12,Payee-000878,Trading deposit,Online Banking,DEV-UST00793,iPhone 14,203.131.164.16,AU,True,Completed,False,App Investment Scam pattern detected,False,LEGITIMATE,11,Low,Medium,Low,False,False
TXN-2024-008496,AU-CUST00935,ACC00001157,ACC00000694,83.55,AUD,Payment,2025-06-07,02:20:21,Payee-000027,Utilities,Card Payment,DEV-UST00766,iPhone 14,203.4.226.66,AU,True,Completed,False,,False,LEGITIMATE,14,Low,High,Low,False,False
TXN-2024-004019,AU-CUST00610,ACC00000245,ACC00000190,73.45,AUD,Payment,2025-04-14,14:42:07,Payee-000920,Fuel,Branch,UNK-1507,iPhone 14,203.15.244.108,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-005082,AU-CUST00409,ACC00000233,ACC00001155,1661.15,AUD,Transfer,2025-08-06,04:51:45,Payee-000060,Security transfer,Mobile Banking,DEV-UST00193,Samsung Galaxy S23,203.152.107.94,AU,True,Completed,False,App Investment Scam pattern detected,False,APP_INVOICE_FRAUD,48,Low,High,Low,False,False
TXN-2024-009095,AU-CUST00223,ACC00000243,ACC00000018,1348.22,AUD,Payment,2025-07-28,01:12:49,Payee-001036,Grocery shopping,ATM,DEV-UST00435,iPhone 13,203.174.132.213,AU,True,Pending,False,,False,LEGITIMATE,61,Low,Low,Low,False,False
TXN-2024-006661,AU-CUST00749,ACC00000941,ACC00000665,5.09,AUD,Payment,2024-12-26,00:56:47,Payee-000151,Bill payment,Mobile Banking,DEV-UST00301,iPhone 14,203.63.67.199,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-004087,AU-CUST00666,ACC00000527,ACC00000853,37.92,AUD,Payment,2025-09-19,07:17:10,Payee-001195,Transfer to savings,Mobile Banking,DEV-UST00293,Samsung Galaxy S23,203.238.72.225,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-000615,AU-CUST00495,ACC00000178,ACC00000679,1197.94,AUD,Payment,2024-11-08,15:32:36,Payee-000128,Transfer to savings,Mobile Banking,DEV-UST00451,Samsung Galaxy S23,203.30.100.233,AU,True,Completed,False,,False,LEGITIMATE,76,Low,Low,Low,False,False
TXN-2024-008221,AU-CUST00675,ACC00000108,ACC00000447,118.59,AUD,Payment,2025-08-03,14:00:18,Payee-000284,Transfer to savings,Mobile Banking,DEV-UST00107,Samsung Galaxy S23,203.97.163.99,AU,True,Blocked,False,,False,LEGITIMATE,26,Low,Low,Low,False,False
TXN-2024-003987,AU-CUST00988,ACC00000934,ACC00000022,73.58,AUD,Payment,2025-03-07,12:26:11,Payee-000900,Bill payment,Card Payment,DEV-UST00485,Samsung Galaxy S23,203.194.106.238,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-003601,AU-CUST00310,ACC00000372,ACC00000976,15.05,AUD,Payment,2025-07-27,20:51:42,Payee-000306,Online purchase,Mobile Banking,DEV-UST00613,Samsung Galaxy S23,203.253.107.133,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-007347,AU-CUST00801,ACC00001167,ACC00000695,41.94,AUD,Payment,2024-04-07,22:17:41,Payee-001096,Insurance,Card Payment,DEV-UST00801,Samsung Galaxy S23,24.141.56.58,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-004837,AU-CUST00717,ACC00000447,ACC00001144,5.01,AUD,Payment,2025-09-02,00:30:09,Payee-000323,Bill payment,Mobile Banking,DEV-UST00773,Samsung Galaxy S23,203.138.172.27,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,True
TXN-2024-002373,AU-CUST00915,ACC00000137,ACC00000284,23.56,AUD,Payment,2024-03-22,01:46:43,Payee-000911,Salary payment,Mobile Banking,DEV-UST00788,iPhone 14,43.157.244.193,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,True
TXN-2024-010080,AU-CUST00876,ACC00001031,ACC00000703,29.42,AUD,Payment,2024-07-29,19:56:13,Payee-000332,Grocery shopping,Mobile Banking,DEV-UST00793,iPhone 13,203.72.64.252,AU,True,Completed,False,,False,LEGITIMATE,39,Low,Low,Low,False,False
TXN-2024-002417,AU-CUST00897,ACC00000743,ACC00000794,114.65,AUD,Payment,2025-08-14,17:47:27,Payee-000420,Restaurant,ATM,DEV-UST00229,Samsung Galaxy S23,203.136.159.128,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-000723,AU-CUST00604,ACC00001126,ACC00000861,5.44,AUD,Payment,2025-01-24,23:57:13,Payee-000041,Fuel,Online Banking,DEV-UST00384,iPhone 13,238.181.238.41,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-001330,AU-CUST00238,ACC00000960,ACC00000589,5.31,AUD,Payment,2025-07-29,23:22:27,Payee-000274,Insurance,Mobile Banking,DEV-UST00657,iPhone 14,203.54.31.210,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-007177,AU-CUST00853,ACC00000157,ACC00001164,10.81,AUD,Payment,2025-02-24,14:10:23,Payee-001142,Online purchase,Online Banking,DEV-UST00879,Samsung Galaxy S23,203.67.144.55,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-010664,AU-CUST00555,ACC00000222,ACC00001182,59.33,AUD,Payment,2025-03-30,22:49:08,Payee-000467,Rent payment,Mobile Banking,DEV-UST00468,iPhone 14,203.46.17.162,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,True
TXN-2024-009527,AU-CUST00006,ACC00000914,ACC00000908,29.33,AUD,Payment,2025-01-02,12:33:24,Payee-000847,Online purchase,Mobile Banking,DEV-UST00614,Samsung Galaxy S23,203.209.53.74,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-011954,AU-CUST00145,ACC00000617,ACC00000601,6.84,AUD,Payment,2025-03-02,12:50:39,Payee-001261,Restaurant,Mobile Banking,DEV-UST00255,iPhone 13,203.7.154.48,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-004107,AU-CUST00018,ACC00000378,ACC00001145,454.6,AUD,Transfer,2025-02-20,00:15:45,Payee-000963,Transfer to savings,Online Banking,DEV-UST00887,iPhone 14,203.221.170.206,AU,True,Completed,True,App Bank Impersonation pattern detected,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-011024,AU-CUST00161,ACC00000908,ACC00000557,9.45,AUD,Payment,2025-08-30,18:24:16,Payee-000956,Transfer to savings,Online Banking,DEV-UST00942,iPhone 13,203.104.152.7,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Medium,False,False
TXN-2024-009026,AU-CUST00857,ACC00000944,ACC00000632,235.74,AUD,Payment,2025-01-27,00:33:30,Payee-000260,Bill payment,ATM,DEV-UST00320,iPhone 13,203.224.89.120,AU,True,Completed,False,,False,LEGITIMATE,24,Low,Low,Low,False,False
TXN-2024-009531,AU-CUST00353,ACC00000874,ACC00000593,48.73,AUD,Payment,2025-07-19,15:09:31,Payee-000659,Utilities,Online Banking,DEV-UST00613,iPhone 14,203.240.75.101,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-003103,AU-CUST00848,ACC00000413,ACC00000308,414.32,AUD,Payment,2025-09-27,08:09:15,Payee-001144,Rent payment,ATM,DEV-UST00241,iPhone 14,203.16.123.164,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-009738,AU-CUST00102,ACC00000838,ACC00000119,1652.72,AUD,Payment,2025-03-27,16:51:07,Payee-001199,Account protection,Card Payment,DEV-UST00204,iPhone 14,203.2.130.74,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-000806,AU-CUST00655,ACC00000591,ACC00000532,32.22,AUD,Payment,2025-02-22,06:00:32,Payee-000310,Bill payment,Mobile Banking,DEV-UST00117,iPhone 13,203.242.189.148,AU,True,Completed,False,,False,LEGITIMATE,40,Low,Low,Low,False,False
TXN-2024-006639,AU-CUST00818,ACC00001003,ACC00000950,36.39,AUD,Payment,2024-06-09,21:36:44,Payee-000127,Rent payment,Online Banking,DEV-UST00638,Samsung Galaxy S23,203.113.61.79,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-010840,AU-CUST00326,ACC00000985,ACC00000645,5.97,AUD,Payment,2025-01-04,18:27:10,Payee-000525,Transfer to savings,Online Banking,DEV-UST00250,iPhone 13,203.249.88.239,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-008570,AU-CUST00270,ACC00001002,ACC00001225,87.27,AUD,Payment,2025-07-08,11:06:07,Payee-000316,Insurance,Mobile Banking,DEV-UST00241,Samsung Galaxy S23,203.191.87.109,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-001333,AU-CUST00495,ACC00000865,ACC00000933,218.15,AUD,Payment,2024-08-01,03:47:42,Payee-000561,Fuel,Card Payment,DEV-UST00422,iPhone 13,203.196.25.232,AU,True,Completed,False,,False,LEGITIMATE,36,Low,Low,Low,False,False
TXN-2024-004868,AU-CUST00748,ACC00001060,ACC00000068,248.33,AUD,Payment,2025-08-05,20:31:02,Payee-000369,Utilities,Mobile Banking,DEV-UST00843,iPhone 14,203.113.93.133,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-000166,AU-CUST00355,ACC00000704,ACC00000752,14.52,AUD,Payment,2025-01-23,15:30:39,Payee-000577,Restaurant,Online Banking,DEV-UST00151,iPhone 14,58.254.205.200,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-003470,AU-CUST00803,ACC00000391,ACC00000528,13.42,AUD,Payment,2025-07-16,12:59:47,Payee-000851,Restaurant,Online Banking,DEV-UST00303,Samsung Galaxy S23,203.131.48.139,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-003254,AU-CUST00882,ACC00000576,ACC00000201,103.77,AUD,Payment,2025-08-31,03:30:31,Payee-000444,Online purchase,Online Banking,DEV-UST00500,Samsung Galaxy S23,203.204.249.83,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-010387,AU-CUST00159,ACC00001215,ACC00000333,53.85,AUD,Payment,2025-03-14,17:08:32,Payee-000315,Bill payment,Mobile Banking,DEV-UST00157,iPhone 14,203.99.9.9,AU,True,Completed,True,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-011779,AU-CUST00345,ACC00001202,ACC00000635,17.3,AUD,Payment,2024-08-29,17:27:05,Payee-000306,Utilities,Mobile Banking,DEV-UST00223,iPhone 13,203.215.248.235,AU,True,Completed,False,,False,LEGITIMATE,33,Low,Low,Low,False,False
TXN-2024-000913,AU-CUST00558,ACC00001114,ACC00001153,738.85,AUD,Payment,2024-11-13,08:23:22,Payee-000025,Restaurant,Online Banking,DEV-UST00487,Samsung Galaxy S23,203.235.134.142,AU,True,Completed,False,,False,LEGITIMATE,58,Low,Low,Low,False,False
TXN-2024-009479,AU-CUST00384,ACC00000438,ACC00000911,5.0,AUD,Payment,2025-02-14,22:17:10,Payee-000940,Online purchase,Online Banking,DEV-UST00113,Samsung Galaxy S23,203.68.229.76,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-008336,AU-CUST00553,ACC00000557,ACC00000764,82.42,AUD,Payment,2025-09-16,14:28:59,Payee-001097,Grocery shopping,Mobile Banking,DEV-UST00825,Samsung Galaxy S23,203.4.226.66,AU,True,Blocked,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-004195,AU-CUST00929,ACC00000907,ACC00000317,133.54,AUD,Payment,2025-09-01,21:39:49,Payee-000829,Utilities,Online Banking,DEV-UST00381,iPhone 14,203.81.172.114,AU,True,Completed,False,,False,LEGITIMATE,24,Low,Low,Low,False,False
TXN-2024-011924,AU-CUST00459,ACC00000991,ACC00001189,91.14,AUD,Payment,2025-03-11,14:58:51,Payee-000809,Restaurant,ATM,DEV-UST00564,Samsung Galaxy S23,203.77.213.142,AU,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-009165,AU-CUST00741,ACC00000720,ACC00000063,25.5,AUD,Payment,2025-05-13,20:25:25,Payee-001009,Bill payment,Online Banking,DEV-UST00352,Samsung Galaxy S23,203.24.16.197,AU,True,Completed,False,,False,LEGITIMATE,33,Low,Low,Low,False,False
TXN-2024-005900,AU-CUST00881,ACC00000645,ACC00001239,86.49,AUD,Payment,2025-05-10,04:04:10,Payee-001161,Insurance,Online Banking,DEV-UST00685,Samsung Galaxy S23,203.83.144.242,AU,True,Completed,True,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-001905,AU-CUST00708,ACC00000012,ACC00001060,11.24,AUD,Payment,2025-08-03,06:32:09,Payee-001221,Fuel,Online Banking,DEV-UST00438,Samsung Galaxy S23,203.127.23.151,AU,True,Completed,False,,True,LEGITIMATE,19,Low,Low,Low,False,False
TXN-2024-003194,AU-CUST00698,ACC00001050,ACC00000063,65.45,AUD,Payment,2024-03-08,10:53:43,Payee-000380,Utilities,Mobile Banking,DEV-UST00246,iPhone 13,203.169.165.164,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-009360,AU-CUST00514,ACC00000593,ACC00000146,6.12,AUD,Payment,2025-01-17,06:24:22,Payee-000202,Restaurant,Mobile Banking,DEV-UST00562,Samsung Galaxy S23,203.20.99.159,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-005455,AU-CUST00122,ACC00000780,ACC00000166,82.59,AUD,Payment,2025-01-25,18:58:37,Payee-000985,Transfer to savings,Online Banking,DEV-UST01000,iPhone 13,115.118.149.151,AU,True,Completed,False,,True,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-010671,AU-CUST00175,ACC00000517,ACC00000415,246.79,AUD,Payment,2025-08-07,22:08:36,Payee-000537,Bill payment,ATM,DEV-UST00999,Samsung Galaxy S23,203.7.107.65,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-001282,AU-CUST00059,ACC00000976,ACC00000193,7.12,AUD,Payment,2025-02-23,10:00:15,Payee-000932,Grocery shopping,ATM,DEV-UST00414,iPhone 13,203.105.188.50,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-000994,AU-CUST00157,ACC00000144,ACC00000106,56.32,AUD,Payment,2025-07-25,20:44:29,Payee-000417,Bill payment,Online Banking,DEV-UST00586,Samsung Galaxy S23,203.233.141.46,AU,True,Completed,False,,False,APP_INVESTMENT_SCAM,22,Low,Low,Low,False,False
TXN-2024-011908,AU-CUST00065,ACC00000839,ACC00000881,213.43,AUD,Payment,2024-07-22,18:56:39,Payee-000132,Grocery shopping,ATM,DEV-UST00686,Samsung Galaxy S23,203.246.77.73,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-005215,AU-CUST00661,ACC00001178,ACC00000814,197.68,AUD,Transfer,2024-11-16,08:17:32,Payee-000342,Grocery shopping,Mobile Banking,DEV-UST00607,Samsung Galaxy S23,203.191.87.184,AU,True,Completed,False,,False,APP_BANK_IMPERSONATION,46,Low,Low,Low,False,False
TXN-2024-006674,AU-CUST00500,ACC00000751,ACC00000396,292.54,AUD,Payment,2025-04-16,15:46:57,Payee-000708,Transfer to savings,Mobile Banking,DEV-UST00556,Samsung Galaxy S23,203.88.186.45,AU,True,Blocked,False,,False,LEGITIMATE,64,Low,Low,Low,False,False
TXN-2024-001154,AU-CUST00451,ACC00000198,ACC00001139,8.23,AUD,Payment,2025-08-18,08:22:41,Payee-000533,Online purchase,Online Banking,DEV-UST00584,iPhone 14,203.209.243.31,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-001692,AU-CUST00946,ACC00001034,ACC00000686,675.75,AUD,Payment,2025-08-31,14:34:40,Payee-000260,Salary payment,Mobile Banking,DEV-UST00188,iPhone 14,203.80.234.72,AU,True,Completed,False,,False,LEGITIMATE,34,Low,Low,Low,False,False
TXN-2024-011612,AU-CUST00062,ACC00000968,ACC00000426,67.05,AUD,Payment,2024-11-23,02:55:44,Payee-000735,Bill payment,Mobile Banking,DEV-UST00538,iPhone 14,203.32.148.116,AU,True,Pending,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-000415,AU-CUST00726,ACC00000358,ACC00000217,26.41,AUD,Payment,2024-04-06,10:50:12,Payee-000117,Insurance,Card Payment,DEV-UST00688,Samsung Galaxy S23,203.199.66.105,AU,True,Completed,False,,False,LEGITIMATE,19,High,Low,Low,False,False
TXN-2024-009135,AU-CUST00783,ACC00001249,ACC00000039,80.66,AUD,Payment,2025-05-02,17:33:00,Payee-000934,Restaurant,Mobile Banking,DEV-UST00317,iPhone 14,203.223.79.180,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-005085,AU-CUST00592,ACC00000267,ACC00000914,75.96,AUD,Payment,2025-05-31,04:52:05,Payee-000874,Insurance,Online Banking,DEV-UST00701,iPhone 13,203.73.210.70,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-000464,AU-CUST00993,ACC00000887,ACC00000745,76.93,AUD,Payment,2024-07-12,02:40:10,Payee-000043,Utilities,ATM,DEV-UST00340,Samsung Galaxy S23,203.5.56.157,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-006720,AU-CUST00832,ACC00001054,ACC00000027,10.18,AUD,Payment,2025-08-16,13:09:42,Payee-000388,Utilities,Mobile Banking,DEV-UST00822,iPhone 14,203.238.187.208,AU,True,Completed,False,,False,LEGITIMATE,19,Low,Low,Low,False,False
TXN-2024-000068,AU-CUST00653,ACC00000493,ACC00000001,228.9,AUD,Payment,2025-08-06,05:25:34,Payee-000185,Fuel,Online Banking,DEV-UST00370,Samsung Galaxy S23,203.167.148.126,AU,True,Completed,False,,False,LEGITIMATE,47,Low,Low,Low,False,False
TXN-2024-011718,AU-CUST00957,ACC00000489,ACC00000205,7.86,AUD,Transfer,2024-05-16,00:03:33,Payee-000205,Utilities,Online Banking,DEV-UST00947,iPhone 13,203.129.28.242,AU,True,Completed,False,,False,LEGITIMATE,26,Low,High,Low,False,False
TXN-2024-001979,AU-CUST00746,ACC00000856,ACC00000063,9.86,AUD,Payment,2025-08-17,19:52:55,Payee-000179,Grocery shopping,Card Payment,DEV-UST00329,Samsung Galaxy S23,203.44.216.178,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-009109,AU-CUST00426,ACC00000361,ACC00000332,266.19,AUD,Transfer,2025-06-05,15:47:16,Payee-000219,Investment opportunity,Mobile Banking,DEV-UST00472,iPhone 14,203.207.20.68,AU,False,Completed,False,,False,APP_INVESTMENT_SCAM,12,Low,Low,Medium,False,False
TXN-2024-010662,AU-CUST00283,ACC00000594,ACC00001056,51.28,AUD,Payment,2025-04-07,09:49:32,Payee-000162,Rent payment,Card Payment,DEV-UST00568,Samsung Galaxy S23,19.94.90.24,AU,False,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-000349,AU-CUST00241,ACC00001058,ACC00000432,12.54,AUD,Payment,2025-06-19,18:57:53,Payee-000398,Fuel,Mobile Banking,DEV-UST00676,Samsung Galaxy S23,203.115.214.248,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-006048,AU-CUST00573,ACC00001030,ACC00000287,48.51,AUD,Payment,2025-04-22,03:35:17,Payee-000506,Salary payment,Online Banking,DEV-UST00778,iPhone 14,168.65.9.35,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-004972,AU-CUST00048,ACC00000774,ACC00000965,81.06,AUD,Payment,2025-06-13,02:46:47,Payee-000636,Online purchase,Online Banking,DEV-UST00699,iPhone 13,203.212.173.224,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-000352,AU-CUST00078,ACC00000026,ACC00000632,443.69,AUD,Transfer,2025-07-02,01:49:08,Payee-000685,Fuel,Mobile Banking,DEV-UST00903,iPhone 13,203.148.98.193,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Medium,Low,False,False
TXN-2024-000503,AU-CUST00749,ACC00000081,ACC00000117,231.74,AUD,Payment,2025-04-13,08:21:37,Payee-000602,Bill payment,Mobile Banking,DEV-UST00063,iPhone 13,203.182.56.245,AU,True,Completed,False,,False,LEGITIMATE,57,Low,Low,Low,False,False
TXN-2024-009827,AU-CUST00354,ACC00000164,ACC00000769,8.49,AUD,Payment,2025-05-26,09:09:13,Payee-000540,Online purchase,Card Payment,DEV-UST00783,Samsung Galaxy S23,203.185.10.159,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-005804,AU-CUST00253,ACC00000581,ACC00000410,223.5,AUD,Payment,2024-07-27,07:39:13,Payee-000514,Bill payment,Online Banking,DEV-UST00780,iPhone 14,203.250.62.26,AU,True,Completed,False,,False,LEGITIMATE,57,Low,High,Low,False,False
TXN-2024-006190,AU-CUST00249,ACC00001141,ACC00001084,112.74,AUD,Payment,2025-02-02,08:15:27,Payee-000351,Restaurant,Mobile Banking,DEV-UST00692,Samsung Galaxy S23,203.66.223.166,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-001802,AU-CUST00704,ACC00001131,ACC00000625,691.08,AUD,Transfer,2025-06-30,12:29:21,Payee-001058,Insurance,Online Banking,DEV-UST00143,iPhone 14,203.214.239.91,AU,True,Completed,False,Mule Activity pattern detected,True,LEGITIMATE,35,Low,Low,Medium,False,False
TXN-2024-006175,AU-CUST00302,ACC00000601,ACC00001125,12.73,AUD,Payment,2024-09-03,12:46:02,Payee-000805,Online purchase,Mobile Banking,DEV-UST00725,iPhone 13,203.58.167.213,AU,True,Completed,False,,False,LEGITIMATE,57,Low,Low,Low,False,False
TXN-2024-007183,AU-CUST00357,ACC00000361,ACC00000881,513.72,AUD,Payment,2024-10-22,07:18:59,Payee-000484,Grocery shopping,Online Banking,DEV-UST00927,iPhone 14,203.6.221.66,AU,False,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-008885,AU-CUST00095,ACC00000075,ACC00000755,43.97,AUD,Payment,2025-05-09,19:38:33,Payee-001208,Restaurant,Online Banking,DEV-UST00123,Samsung Galaxy S23,203.82.118.218,AU,True,Completed,False,,False,LEGITIMATE,19,Low,Low,Low,False,False
TXN-2024-008308,AU-CUST00870,ACC00000739,ACC00000585,319.29,AUD,Payment,2025-04-10,00:04:32,Payee-000822,Bill payment,Mobile Banking,DEV-UST00050,Samsung Galaxy S23,203.80.253.96,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-005809,AU-CUST00980,ACC00000217,ACC00000499,154.65,AUD,Payment,2025-05-06,18:57:14,Payee-000304,Salary payment,Online Banking,DEV-UST00060,Unknown Device,203.42.61.160,AU,False,Blocked,True,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-005466,AU-CUST00363,ACC00000215,ACC00001190,350.08,AUD,Payment,2025-09-14,14:34:29,Payee-000935,Rent payment,ATM,UNK-8801,Samsung Galaxy S23,203.99.36.16,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-010293,AU-CUST00275,ACC00000743,ACC00001062,37.37,AUD,Payment,2025-07-24,03:16:05,Payee-000553,Salary payment,Online Banking,DEV-UST00405,iPhone 13,203.46.207.138,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
